,image,label
6094,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06095.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06095.tif
6095,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06096.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06096.tif
6096,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06097.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06097.tif
6097,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06098.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06098.tif
6098,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06099.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06099.tif
6099,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06100.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06100.tif
6100,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06101.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06101.tif
6101,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06102.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06102.tif
6102,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06103.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06103.tif
6103,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06104.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06104.tif
6104,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06105.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06105.tif
6105,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06106.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06106.tif
6106,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06107.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06107.tif
6107,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06108.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06108.tif
6108,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06109.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06109.tif
6109,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06110.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06110.tif
6110,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06111.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06111.tif
6111,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06112.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06112.tif
6112,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06113.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06113.tif
6113,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06114.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06114.tif
6114,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06115.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06115.tif
6115,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06116.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06116.tif
6116,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06117.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06117.tif
6117,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06118.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06118.tif
6118,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06119.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06119.tif
6119,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06120.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06120.tif
6120,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06121.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06121.tif
6121,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06122.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06122.tif
6122,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06123.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06123.tif
6123,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06124.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06124.tif
6124,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06125.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06125.tif
6125,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06126.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06126.tif
6126,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06127.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06127.tif
6127,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06128.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06128.tif
6128,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06129.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06129.tif
6129,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06130.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06130.tif
6130,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06131.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06131.tif
6131,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06132.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06132.tif
6132,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06133.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06133.tif
6133,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06134.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06134.tif
6134,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06135.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06135.tif
6135,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06136.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06136.tif
6136,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06137.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06137.tif
6137,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06138.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06138.tif
6138,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06139.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06139.tif
6139,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06140.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06140.tif
6140,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06141.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06141.tif
6141,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06142.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06142.tif
6142,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06143.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06143.tif
6143,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06144.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06144.tif
6144,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06145.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06145.tif
6145,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06146.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06146.tif
6146,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06147.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06147.tif
6147,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06148.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06148.tif
6148,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06149.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06149.tif
6149,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06150.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06150.tif
6150,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06151.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06151.tif
6151,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06152.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06152.tif
6152,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06153.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06153.tif
6153,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06154.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06154.tif
6154,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06155.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06155.tif
6155,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06156.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06156.tif
6156,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06157.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06157.tif
6157,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06158.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06158.tif
6158,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06159.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06159.tif
6159,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06160.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06160.tif
6160,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06161.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06161.tif
6161,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06162.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06162.tif
6162,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06163.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06163.tif
6163,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06164.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06164.tif
6164,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06165.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06165.tif
6165,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06166.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06166.tif
6166,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06167.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06167.tif
6167,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06168.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06168.tif
6168,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06169.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06169.tif
6169,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06170.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06170.tif
6170,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06171.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06171.tif
6171,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06172.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06172.tif
6172,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06173.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06173.tif
6173,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06174.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06174.tif
6174,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06175.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06175.tif
6175,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06176.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06176.tif
6176,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06177.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06177.tif
6177,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06178.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06178.tif
6178,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06179.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06179.tif
6179,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06180.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06180.tif
6180,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06181.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06181.tif
6181,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06182.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06182.tif
6182,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06183.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06183.tif
6183,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06184.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06184.tif
6184,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06185.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06185.tif
6185,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06186.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06186.tif
6186,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06187.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06187.tif
6187,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06188.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06188.tif
6188,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06189.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06189.tif
6189,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06190.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06190.tif
6190,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06191.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06191.tif
6191,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06192.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06192.tif
6192,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06193.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06193.tif
6193,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06194.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06194.tif
6194,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06195.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06195.tif
6195,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06196.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06196.tif
6196,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06197.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06197.tif
6197,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06198.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06198.tif
6198,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06199.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06199.tif
6199,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06200.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06200.tif
6200,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06201.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06201.tif
6201,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06202.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06202.tif
6202,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06203.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06203.tif
6203,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06204.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06204.tif
6204,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06205.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06205.tif
6205,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06206.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06206.tif
6206,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06207.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06207.tif
6207,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06208.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06208.tif
6208,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06209.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06209.tif
6209,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06210.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06210.tif
6210,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06211.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06211.tif
6211,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06212.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06212.tif
6212,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06213.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06213.tif
6213,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06214.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06214.tif
6214,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06215.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06215.tif
6215,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06216.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06216.tif
6216,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06217.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06217.tif
6217,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06218.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06218.tif
6218,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06219.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06219.tif
6219,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06220.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06220.tif
6220,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06221.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06221.tif
6221,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06222.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06222.tif
6222,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06223.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06223.tif
6223,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06224.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06224.tif
